;Station Year Month Day Hour Minute Rainfall
379 2004 7 29 5 0 0.000
379 2004 7 29 5 5 0.000
379 2004 7 29 5 10 0.000
379 2004 7 29 5 15 0.000
379 2004 7 29 5 20 0.000
379 2004 7 29 5 25 0.000
379 2004 7 29 5 30 0.000
379 2004 7 29 5 35 0.000
379 2004 7 29 5 40 0.000
379 2004 7 29 5 45 0.000
379 2004 7 29 5 50 0.000
379 2004 7 29 5 55 0.000
379 2004 7 29 6 0 0.000
379 2004 7 29 6 5 0.000
379 2004 7 29 6 10 0.002
379 2004 7 29 6 15 0.002
379 2004 7 29 6 20 0.001
379 2004 7 29 6 25 0.000
379 2004 7 29 6 30 0.000
379 2004 7 29 6 35 0.000
379 2004 7 29 6 40 0.000
379 2004 7 29 6 45 0.000
379 2004 7 29 6 50 0.000
379 2004 7 29 6 55 0.000
379 2004 7 29 7 0 0.000
379 2004 7 29 7 5 0.000
379 2004 7 29 7 10 0.000
379 2004 7 29 7 15 0.000
379 2004 7 29 7 20 0.000
379 2004 7 29 7 25 0.000
379 2004 7 29 7 30 0.000
379 2004 7 29 7 35 0.000
379 2004 7 29 7 40 0.000
379 2004 7 29 7 45 0.000
379 2004 7 29 7 50 0.004
379 2004 7 29 7 55 0.007
379 2004 7 29 8 0 0.020
379 2004 7 29 8 5 0.001
379 2004 7 29 8 10 0.003
379 2004 7 29 8 15 0.000
379 2004 7 29 8 20 0.000
379 2004 7 29 8 25 0.000
379 2004 7 29 8 30 0.000
379 2004 7 29 8 35 0.001
379 2004 7 29 8 40 0.000
379 2004 7 29 8 45 0.000
379 2004 7 29 8 50 0.000
379 2004 7 29 8 55 0.000
379 2004 7 29 9 0 0.000
379 2004 7 29 9 5 0.000
379 2004 7 29 9 10 0.000
379 2004 7 29 9 15 0.000
379 2004 7 29 9 20 0.000
379 2004 7 29 9 25 0.000
379 2004 7 29 9 30 0.000
379 2004 7 29 9 35 0.000
379 2004 7 29 9 40 0.000
379 2004 7 29 9 45 0.000
379 2004 7 29 9 50 0.000
379 2004 7 29 9 55 0.000
379 2004 7 29 10 0 0.000
379 2004 7 29 10 5 0.000
379 2004 7 29 10 10 0.002
379 2004 7 29 10 15 0.002
379 2004 7 29 10 20 0.005
379 2004 7 29 10 25 0.006
379 2004 7 29 10 30 0.005
379 2004 7 29 10 35 0.007
379 2004 7 29 10 40 0.036
379 2004 7 29 10 45 0.016
379 2004 7 29 10 50 0.111
379 2004 7 29 10 55 0.109
379 2004 7 29 11 0 0.191
379 2004 7 29 11 5 0.079
379 2004 7 29 11 10 0.037
379 2004 7 29 11 15 0.005
379 2004 7 29 11 20 0.001
379 2004 7 29 11 25 0.000
379 2004 7 29 11 30 0.000
379 2004 7 29 11 35 0.000
379 2004 7 29 11 40 0.000
379 2004 7 29 11 45 0.000
379 2004 7 29 11 50 0.000
379 2004 7 29 11 55 0.000
379 2004 7 29 12 0 0.000
379 2004 7 29 12 5 0.000
379 2004 7 29 12 10 0.005
379 2004 7 29 12 15 0.002
379 2004 7 29 12 20 0.001
379 2004 7 29 12 25 0.000
379 2004 7 29 12 30 0.000
379 2004 7 29 12 35 0.000
379 2004 7 29 12 40 0.000
379 2004 7 29 12 45 0.000
379 2004 7 29 12 50 0.000
379 2004 7 29 12 55 0.000
379 2004 7 29 13 0 0.000
379 2004 7 29 13 5 0.000
379 2004 7 29 13 10 0.000
379 2004 7 29 13 15 0.000
379 2004 7 29 13 20 0.000
379 2004 7 29 13 25 0.000
379 2004 7 29 13 30 0.000
379 2004 7 29 13 35 0.000
379 2004 7 29 13 40 0.000
379 2004 7 29 13 45 0.000
379 2004 7 29 13 50 0.000
379 2004 7 29 13 55 0.000
379 2004 7 29 14 0 0.000
380 2004 7 29 5 0 0.000
380 2004 7 29 5 5 0.000
380 2004 7 29 5 10 0.000
380 2004 7 29 5 15 0.000
380 2004 7 29 5 20 0.000
380 2004 7 29 5 25 0.000
380 2004 7 29 5 30 0.000
380 2004 7 29 5 35 0.000
380 2004 7 29 5 40 0.000
380 2004 7 29 5 45 0.000
380 2004 7 29 5 50 0.000
380 2004 7 29 5 55 0.000
380 2004 7 29 6 0 0.000
380 2004 7 29 6 5 0.001
380 2004 7 29 6 10 0.000
380 2004 7 29 6 15 0.001
380 2004 7 29 6 20 0.000
380 2004 7 29 6 25 0.000
380 2004 7 29 6 30 0.000
380 2004 7 29 6 35 0.000
380 2004 7 29 6 40 0.000
380 2004 7 29 6 45 0.000
380 2004 7 29 6 50 0.000
380 2004 7 29 6 55 0.000
380 2004 7 29 7 0 0.000
380 2004 7 29 7 5 0.000
380 2004 7 29 7 10 0.000
380 2004 7 29 7 15 0.000
380 2004 7 29 7 20 0.000
380 2004 7 29 7 25 0.000
380 2004 7 29 7 30 0.000
380 2004 7 29 7 35 0.000
380 2004 7 29 7 40 0.001
380 2004 7 29 7 45 0.001
380 2004 7 29 7 50 0.002
380 2004 7 29 7 55 0.006
380 2004 7 29 8 0 0.022
380 2004 7 29 8 5 0.020
380 2004 7 29 8 10 0.001
380 2004 7 29 8 15 0.000
380 2004 7 29 8 20 0.000
380 2004 7 29 8 25 0.000
380 2004 7 29 8 30 0.000
380 2004 7 29 8 35 0.000
380 2004 7 29 8 40 0.000
380 2004 7 29 8 45 0.000
380 2004 7 29 8 50 0.000
380 2004 7 29 8 55 0.000
380 2004 7 29 9 0 0.000
380 2004 7 29 9 5 0.000
380 2004 7 29 9 10 0.000
380 2004 7 29 9 15 0.000
380 2004 7 29 9 20 0.000
380 2004 7 29 9 25 0.000
380 2004 7 29 9 30 0.000
380 2004 7 29 9 35 0.000
380 2004 7 29 9 40 0.000
380 2004 7 29 9 45 0.000
380 2004 7 29 9 50 0.000
380 2004 7 29 9 55 0.000
380 2004 7 29 10 0 0.000
380 2004 7 29 10 5 0.001
380 2004 7 29 10 10 0.019
380 2004 7 29 10 15 0.003
380 2004 7 29 10 20 0.002
380 2004 7 29 10 25 0.004
380 2004 7 29 10 30 0.004
380 2004 7 29 10 35 0.012
380 2004 7 29 10 40 0.003
380 2004 7 29 10 45 0.008
380 2004 7 29 10 50 0.005
380 2004 7 29 10 55 0.051
380 2004 7 29 11 0 0.057
380 2004 7 29 11 5 0.026
380 2004 7 29 11 10 0.011
380 2004 7 29 11 15 0.004
380 2004 7 29 11 20 0.001
380 2004 7 29 11 25 0.000
380 2004 7 29 11 30 0.000
380 2004 7 29 11 35 0.000
380 2004 7 29 11 40 0.000
380 2004 7 29 11 45 0.000
380 2004 7 29 11 50 0.000
380 2004 7 29 11 55 0.000
380 2004 7 29 12 0 0.000
380 2004 7 29 12 5 0.000
380 2004 7 29 12 10 0.000
380 2004 7 29 12 15 0.001
380 2004 7 29 12 20 0.000
380 2004 7 29 12 25 0.000
380 2004 7 29 12 30 0.000
380 2004 7 29 12 35 0.000
380 2004 7 29 12 40 0.000
380 2004 7 29 12 45 0.000
380 2004 7 29 12 50 0.000
380 2004 7 29 12 55 0.000
380 2004 7 29 13 0 0.000
380 2004 7 29 13 5 0.000
380 2004 7 29 13 10 0.000
380 2004 7 29 13 15 0.000
380 2004 7 29 13 20 0.000
380 2004 7 29 13 25 0.000
380 2004 7 29 13 30 0.000
380 2004 7 29 13 35 0.000
380 2004 7 29 13 40 0.000
380 2004 7 29 13 45 0.000
380 2004 7 29 13 50 0.000
380 2004 7 29 13 55 0.000
380 2004 7 29 14 0 0.000
381 2004 7 29 5 0 0.000
381 2004 7 29 5 5 0.000
381 2004 7 29 5 10 0.000
381 2004 7 29 5 15 0.000
381 2004 7 29 5 20 0.000
381 2004 7 29 5 25 0.000
381 2004 7 29 5 30 0.000
381 2004 7 29 5 35 0.000
381 2004 7 29 5 40 0.000
381 2004 7 29 5 45 0.000
381 2004 7 29 5 50 0.000
381 2004 7 29 5 55 0.000
381 2004 7 29 6 0 0.000
381 2004 7 29 6 5 0.000
381 2004 7 29 6 10 0.000
381 2004 7 29 6 15 0.000
381 2004 7 29 6 20 0.000
381 2004 7 29 6 25 0.000
381 2004 7 29 6 30 0.000
381 2004 7 29 6 35 0.000
381 2004 7 29 6 40 0.000
381 2004 7 29 6 45 0.000
381 2004 7 29 6 50 0.000
381 2004 7 29 6 55 0.000
381 2004 7 29 7 0 0.000
381 2004 7 29 7 5 0.000
381 2004 7 29 7 10 0.000
381 2004 7 29 7 15 0.001
381 2004 7 29 7 20 0.000
381 2004 7 29 7 25 0.000
381 2004 7 29 7 30 0.000
381 2004 7 29 7 35 0.000
381 2004 7 29 7 40 0.000
381 2004 7 29 7 45 0.001
381 2004 7 29 7 50 0.010
381 2004 7 29 7 55 0.001
381 2004 7 29 8 0 0.001
381 2004 7 29 8 5 0.001
381 2004 7 29 8 10 0.000
381 2004 7 29 8 15 0.000
381 2004 7 29 8 20 0.003
381 2004 7 29 8 25 0.000
381 2004 7 29 8 30 0.000
381 2004 7 29 8 35 0.000
381 2004 7 29 8 40 0.000
381 2004 7 29 8 45 0.000
381 2004 7 29 8 50 0.000
381 2004 7 29 8 55 0.000
381 2004 7 29 9 0 0.000
381 2004 7 29 9 5 0.000
381 2004 7 29 9 10 0.000
381 2004 7 29 9 15 0.000
381 2004 7 29 9 20 0.000
381 2004 7 29 9 25 0.000
381 2004 7 29 9 30 0.000
381 2004 7 29 9 35 0.000
381 2004 7 29 9 40 0.000
381 2004 7 29 9 45 0.000
381 2004 7 29 9 50 0.000
381 2004 7 29 9 55 0.000
381 2004 7 29 10 0 0.000
381 2004 7 29 10 5 0.003
381 2004 7 29 10 10 0.001
381 2004 7 29 10 15 0.001
381 2004 7 29 10 20 0.000
381 2004 7 29 10 25 0.002
381 2004 7 29 10 30 0.002
381 2004 7 29 10 35 0.003
381 2004 7 29 10 40 0.002
381 2004 7 29 10 45 0.003
381 2004 7 29 10 50 0.001
381 2004 7 29 10 55 0.008
381 2004 7 29 11 0 0.009
381 2004 7 29 11 5 0.005
381 2004 7 29 11 10 0.001
381 2004 7 29 11 15 0.001
381 2004 7 29 11 20 0.000
381 2004 7 29 11 25 0.000
381 2004 7 29 11 30 0.000
381 2004 7 29 11 35 0.000
381 2004 7 29 11 40 0.000
381 2004 7 29 11 45 0.000
381 2004 7 29 11 50 0.000
381 2004 7 29 11 55 0.000
381 2004 7 29 12 0 0.000
381 2004 7 29 12 5 0.000
381 2004 7 29 12 10 0.000
381 2004 7 29 12 15 0.000
381 2004 7 29 12 20 0.000
381 2004 7 29 12 25 0.000
381 2004 7 29 12 30 0.000
381 2004 7 29 12 35 0.000
381 2004 7 29 12 40 0.000
381 2004 7 29 12 45 0.000
381 2004 7 29 12 50 0.000
381 2004 7 29 12 55 0.000
381 2004 7 29 13 0 0.000
381 2004 7 29 13 5 0.000
381 2004 7 29 13 10 0.000
381 2004 7 29 13 15 0.000
381 2004 7 29 13 20 0.000
381 2004 7 29 13 25 0.000
381 2004 7 29 13 30 0.000
381 2004 7 29 13 35 0.000
381 2004 7 29 13 40 0.000
381 2004 7 29 13 45 0.000
381 2004 7 29 13 50 0.000
381 2004 7 29 13 55 0.000
381 2004 7 29 14 0 0.000
417 2004 7 29 5 0 0.000
417 2004 7 29 5 5 0.000
417 2004 7 29 5 10 0.000
417 2004 7 29 5 15 0.000
417 2004 7 29 5 20 0.000
417 2004 7 29 5 25 0.000
417 2004 7 29 5 30 0.000
417 2004 7 29 5 35 0.000
417 2004 7 29 5 40 0.000
417 2004 7 29 5 45 0.000
417 2004 7 29 5 50 0.000
417 2004 7 29 5 55 0.000
417 2004 7 29 6 0 0.000
417 2004 7 29 6 5 0.000
417 2004 7 29 6 10 0.000
417 2004 7 29 6 15 0.000
417 2004 7 29 6 20 0.000
417 2004 7 29 6 25 0.000
417 2004 7 29 6 30 0.000
417 2004 7 29 6 35 0.001
417 2004 7 29 6 40 0.006
417 2004 7 29 6 45 0.065
417 2004 7 29 6 50 0.011
417 2004 7 29 6 55 0.006
417 2004 7 29 7 0 0.003
417 2004 7 29 7 5 0.000
417 2004 7 29 7 10 0.000
417 2004 7 29 7 15 0.000
417 2004 7 29 7 20 0.000
417 2004 7 29 7 25 0.000
417 2004 7 29 7 30 0.000
417 2004 7 29 7 35 0.006
417 2004 7 29 7 40 0.022
417 2004 7 29 7 45 0.010
417 2004 7 29 7 50 0.013
417 2004 7 29 7 55 0.006
417 2004 7 29 8 0 0.008
417 2004 7 29 8 5 0.005
417 2004 7 29 8 10 0.002
417 2004 7 29 8 15 0.006
417 2004 7 29 8 20 0.012
417 2004 7 29 8 25 0.000
417 2004 7 29 8 30 0.000
417 2004 7 29 8 35 0.000
417 2004 7 29 8 40 0.000
417 2004 7 29 8 45 0.001
417 2004 7 29 8 50 0.001
417 2004 7 29 8 55 0.000
417 2004 7 29 9 0 0.000
417 2004 7 29 9 5 0.000
417 2004 7 29 9 10 0.000
417 2004 7 29 9 15 0.000
417 2004 7 29 9 20 0.000
417 2004 7 29 9 25 0.000
417 2004 7 29 9 30 0.000
417 2004 7 29 9 35 0.000
417 2004 7 29 9 40 0.000
417 2004 7 29 9 45 0.000
417 2004 7 29 9 50 0.000
417 2004 7 29 9 55 0.000
417 2004 7 29 10 0 0.000
417 2004 7 29 10 5 0.000
417 2004 7 29 10 10 0.000
417 2004 7 29 10 15 0.008
417 2004 7 29 10 20 0.042
417 2004 7 29 10 25 0.018
417 2004 7 29 10 30 0.037
417 2004 7 29 10 35 0.017
417 2004 7 29 10 40 0.078
417 2004 7 29 10 45 0.020
417 2004 7 29 10 50 0.093
417 2004 7 29 10 55 0.137
417 2004 7 29 11 0 0.141
417 2004 7 29 11 5 0.220
417 2004 7 29 11 10 0.102
417 2004 7 29 11 15 0.029
417 2004 7 29 11 20 0.006
417 2004 7 29 11 25 0.001
417 2004 7 29 11 30 0.001
417 2004 7 29 11 35 0.000
417 2004 7 29 11 40 0.000
417 2004 7 29 11 45 0.001
417 2004 7 29 11 50 0.001
417 2004 7 29 11 55 0.001
417 2004 7 29 12 0 0.000
417 2004 7 29 12 5 0.001
417 2004 7 29 12 10 0.004
417 2004 7 29 12 15 0.001
417 2004 7 29 12 20 0.005
417 2004 7 29 12 25 0.002
417 2004 7 29 12 30 0.000
417 2004 7 29 12 35 0.000
417 2004 7 29 12 40 0.000
417 2004 7 29 12 45 0.000
417 2004 7 29 12 50 0.000
417 2004 7 29 12 55 0.000
417 2004 7 29 13 0 0.000
417 2004 7 29 13 5 0.000
417 2004 7 29 13 10 0.000
417 2004 7 29 13 15 0.000
417 2004 7 29 13 20 0.000
417 2004 7 29 13 25 0.000
417 2004 7 29 13 30 0.000
417 2004 7 29 13 35 0.000
417 2004 7 29 13 40 0.000
417 2004 7 29 13 45 0.000
417 2004 7 29 13 50 0.000
417 2004 7 29 13 55 0.000
417 2004 7 29 14 0 0.000
418 2004 7 29 5 0 0.000
418 2004 7 29 5 5 0.000
418 2004 7 29 5 10 0.000
418 2004 7 29 5 15 0.000
418 2004 7 29 5 20 0.000
418 2004 7 29 5 25 0.000
418 2004 7 29 5 30 0.000
418 2004 7 29 5 35 0.000
418 2004 7 29 5 40 0.000
418 2004 7 29 5 45 0.000
418 2004 7 29 5 50 0.000
418 2004 7 29 5 55 0.000
418 2004 7 29 6 0 0.000
418 2004 7 29 6 5 0.000
418 2004 7 29 6 10 0.000
418 2004 7 29 6 15 0.000
418 2004 7 29 6 20 0.000
418 2004 7 29 6 25 0.000
418 2004 7 29 6 30 0.000
418 2004 7 29 6 35 0.001
418 2004 7 29 6 40 0.000
418 2004 7 29 6 45 0.000
418 2004 7 29 6 50 0.001
418 2004 7 29 6 55 0.000
418 2004 7 29 7 0 0.000
418 2004 7 29 7 5 0.000
418 2004 7 29 7 10 0.000
418 2004 7 29 7 15 0.000
418 2004 7 29 7 20 0.000
418 2004 7 29 7 25 0.000
418 2004 7 29 7 30 0.000
418 2004 7 29 7 35 0.004
418 2004 7 29 7 40 0.012
418 2004 7 29 7 45 0.001
418 2004 7 29 7 50 0.003
418 2004 7 29 7 55 0.014
418 2004 7 29 8 0 0.003
418 2004 7 29 8 5 0.002
418 2004 7 29 8 10 0.005
418 2004 7 29 8 15 0.000
418 2004 7 29 8 20 0.000
418 2004 7 29 8 25 0.000
418 2004 7 29 8 30 0.000
418 2004 7 29 8 35 0.001
418 2004 7 29 8 40 0.000
418 2004 7 29 8 45 0.000
418 2004 7 29 8 50 0.000
418 2004 7 29 8 55 0.000
418 2004 7 29 9 0 0.000
418 2004 7 29 9 5 0.000
418 2004 7 29 9 10 0.000
418 2004 7 29 9 15 0.000
418 2004 7 29 9 20 0.000
418 2004 7 29 9 25 0.000
418 2004 7 29 9 30 0.000
418 2004 7 29 9 35 0.000
418 2004 7 29 9 40 0.000
418 2004 7 29 9 45 0.000
418 2004 7 29 9 50 0.000
418 2004 7 29 9 55 0.000
418 2004 7 29 10 0 0.000
418 2004 7 29 10 5 0.000
418 2004 7 29 10 10 0.001
418 2004 7 29 10 15 0.003
418 2004 7 29 10 20 0.014
418 2004 7 29 10 25 0.013
418 2004 7 29 10 30 0.008
418 2004 7 29 10 35 0.010
418 2004 7 29 10 40 0.009
418 2004 7 29 10 45 0.003
418 2004 7 29 10 50 0.017
418 2004 7 29 10 55 0.218
418 2004 7 29 11 0 0.163
418 2004 7 29 11 5 0.077
418 2004 7 29 11 10 0.034
418 2004 7 29 11 15 0.007
418 2004 7 29 11 20 0.001
418 2004 7 29 11 25 0.001
418 2004 7 29 11 30 0.001
418 2004 7 29 11 35 0.000
418 2004 7 29 11 40 0.000
418 2004 7 29 11 45 0.000
418 2004 7 29 11 50 0.000
418 2004 7 29 11 55 0.000
418 2004 7 29 12 0 0.000
418 2004 7 29 12 5 0.001
418 2004 7 29 12 10 0.000
418 2004 7 29 12 15 0.001
418 2004 7 29 12 20 0.001
418 2004 7 29 12 25 0.000
418 2004 7 29 12 30 0.000
418 2004 7 29 12 35 0.000
418 2004 7 29 12 40 0.000
418 2004 7 29 12 45 0.000
418 2004 7 29 12 50 0.000
418 2004 7 29 12 55 0.000
418 2004 7 29 13 0 0.000
418 2004 7 29 13 5 0.000
418 2004 7 29 13 10 0.000
418 2004 7 29 13 15 0.000
418 2004 7 29 13 20 0.000
418 2004 7 29 13 25 0.000
418 2004 7 29 13 30 0.000
418 2004 7 29 13 35 0.000
418 2004 7 29 13 40 0.000
418 2004 7 29 13 45 0.000
418 2004 7 29 13 50 0.000
418 2004 7 29 13 55 0.000
418 2004 7 29 14 0 0.000
419 2004 7 29 5 0 0.000
419 2004 7 29 5 5 0.000
419 2004 7 29 5 10 0.000
419 2004 7 29 5 15 0.000
419 2004 7 29 5 20 0.000
419 2004 7 29 5 25 0.000
419 2004 7 29 5 30 0.000
419 2004 7 29 5 35 0.000
419 2004 7 29 5 40 0.000
419 2004 7 29 5 45 0.000
419 2004 7 29 5 50 0.000
419 2004 7 29 5 55 0.000
419 2004 7 29 6 0 0.000
419 2004 7 29 6 5 0.000
419 2004 7 29 6 10 0.000
419 2004 7 29 6 15 0.000
419 2004 7 29 6 20 0.000
419 2004 7 29 6 25 0.000
419 2004 7 29 6 30 0.000
419 2004 7 29 6 35 0.000
419 2004 7 29 6 40 0.000
419 2004 7 29 6 45 0.000
419 2004 7 29 6 50 0.001
419 2004 7 29 6 55 0.000
419 2004 7 29 7 0 0.000
419 2004 7 29 7 5 0.000
419 2004 7 29 7 10 0.000
419 2004 7 29 7 15 0.000
419 2004 7 29 7 20 0.000
419 2004 7 29 7 25 0.000
419 2004 7 29 7 30 0.000
419 2004 7 29 7 35 0.004
419 2004 7 29 7 40 0.005
419 2004 7 29 7 45 0.001
419 2004 7 29 7 50 0.001
419 2004 7 29 7 55 0.014
419 2004 7 29 8 0 0.003
419 2004 7 29 8 5 0.003
419 2004 7 29 8 10 0.005
419 2004 7 29 8 15 0.000
419 2004 7 29 8 20 0.000
419 2004 7 29 8 25 0.000
419 2004 7 29 8 30 0.000
419 2004 7 29 8 35 0.001
419 2004 7 29 8 40 0.000
419 2004 7 29 8 45 0.001
419 2004 7 29 8 50 0.000
419 2004 7 29 8 55 0.000
419 2004 7 29 9 0 0.000
419 2004 7 29 9 5 0.000
419 2004 7 29 9 10 0.000
419 2004 7 29 9 15 0.000
419 2004 7 29 9 20 0.000
419 2004 7 29 9 25 0.000
419 2004 7 29 9 30 0.000
419 2004 7 29 9 35 0.000
419 2004 7 29 9 40 0.000
419 2004 7 29 9 45 0.000
419 2004 7 29 9 50 0.000
419 2004 7 29 9 55 0.000
419 2004 7 29 10 0 0.000
419 2004 7 29 10 5 0.000
419 2004 7 29 10 10 0.002
419 2004 7 29 10 15 0.002
419 2004 7 29 10 20 0.005
419 2004 7 29 10 25 0.006
419 2004 7 29 10 30 0.005
419 2004 7 29 10 35 0.005
419 2004 7 29 10 40 0.002
419 2004 7 29 10 45 0.010
419 2004 7 29 10 50 0.007
419 2004 7 29 10 55 0.109
419 2004 7 29 11 0 0.191
419 2004 7 29 11 5 0.079
419 2004 7 29 11 10 0.037
419 2004 7 29 11 15 0.005
419 2004 7 29 11 20 0.001
419 2004 7 29 11 25 0.001
419 2004 7 29 11 30 0.000
419 2004 7 29 11 35 0.000
419 2004 7 29 11 40 0.000
419 2004 7 29 11 45 0.000
419 2004 7 29 11 50 0.000
419 2004 7 29 11 55 0.000
419 2004 7 29 12 0 0.000
419 2004 7 29 12 5 0.000
419 2004 7 29 12 10 0.000
419 2004 7 29 12 15 0.002
419 2004 7 29 12 20 0.001
419 2004 7 29 12 25 0.000
419 2004 7 29 12 30 0.000
419 2004 7 29 12 35 0.000
419 2004 7 29 12 40 0.000
419 2004 7 29 12 45 0.000
419 2004 7 29 12 50 0.000
419 2004 7 29 12 55 0.000
419 2004 7 29 13 0 0.000
419 2004 7 29 13 5 0.000
419 2004 7 29 13 10 0.000
419 2004 7 29 13 15 0.000
419 2004 7 29 13 20 0.000
419 2004 7 29 13 25 0.000
419 2004 7 29 13 30 0.000
419 2004 7 29 13 35 0.000
419 2004 7 29 13 40 0.000
419 2004 7 29 13 45 0.000
419 2004 7 29 13 50 0.000
419 2004 7 29 13 55 0.000
419 2004 7 29 14 0 0.000
420 2004 7 29 5 0 0.000
420 2004 7 29 5 5 0.000
420 2004 7 29 5 10 0.000
420 2004 7 29 5 15 0.000
420 2004 7 29 5 20 0.000
420 2004 7 29 5 25 0.000
420 2004 7 29 5 30 0.000
420 2004 7 29 5 35 0.000
420 2004 7 29 5 40 0.000
420 2004 7 29 5 45 0.000
420 2004 7 29 5 50 0.000
420 2004 7 29 5 55 0.000
420 2004 7 29 6 0 0.000
420 2004 7 29 6 5 0.000
420 2004 7 29 6 10 0.000
420 2004 7 29 6 15 0.000
420 2004 7 29 6 20 0.000
420 2004 7 29 6 25 0.000
420 2004 7 29 6 30 0.000
420 2004 7 29 6 35 0.000
420 2004 7 29 6 40 0.000
420 2004 7 29 6 45 0.000
420 2004 7 29 6 50 0.000
420 2004 7 29 6 55 0.000
420 2004 7 29 7 0 0.000
420 2004 7 29 7 5 0.000
420 2004 7 29 7 10 0.000
420 2004 7 29 7 15 0.000
420 2004 7 29 7 20 0.000
420 2004 7 29 7 25 0.000
420 2004 7 29 7 30 0.000
420 2004 7 29 7 35 0.000
420 2004 7 29 7 40 0.000
420 2004 7 29 7 45 0.000
420 2004 7 29 7 50 0.004
420 2004 7 29 7 55 0.012
420 2004 7 29 8 0 0.020
420 2004 7 29 8 5 0.010
420 2004 7 29 8 10 0.004
420 2004 7 29 8 15 0.001
420 2004 7 29 8 20 0.000
420 2004 7 29 8 25 0.000
420 2004 7 29 8 30 0.000
420 2004 7 29 8 35 0.001
420 2004 7 29 8 40 0.004
420 2004 7 29 8 45 0.000
420 2004 7 29 8 50 0.000
420 2004 7 29 8 55 0.000
420 2004 7 29 9 0 0.000
420 2004 7 29 9 5 0.000
420 2004 7 29 9 10 0.000
420 2004 7 29 9 15 0.000
420 2004 7 29 9 20 0.000
420 2004 7 29 9 25 0.000
420 2004 7 29 9 30 0.000
420 2004 7 29 9 35 0.000
420 2004 7 29 9 40 0.000
420 2004 7 29 9 45 0.000
420 2004 7 29 9 50 0.000
420 2004 7 29 9 55 0.000
420 2004 7 29 10 0 0.000
420 2004 7 29 10 5 0.000
420 2004 7 29 10 10 0.000
420 2004 7 29 10 15 0.002
420 2004 7 29 10 20 0.005
420 2004 7 29 10 25 0.006
420 2004 7 29 10 30 0.005
420 2004 7 29 10 35 0.005
420 2004 7 29 10 40 0.002
420 2004 7 29 10 45 0.010
420 2004 7 29 10 50 0.004
420 2004 7 29 10 55 0.004
420 2004 7 29 11 0 0.165
420 2004 7 29 11 5 0.039
420 2004 7 29 11 10 0.037
420 2004 7 29 11 15 0.005
420 2004 7 29 11 20 0.001
420 2004 7 29 11 25 0.001
420 2004 7 29 11 30 0.000
420 2004 7 29 11 35 0.000
420 2004 7 29 11 40 0.000
420 2004 7 29 11 45 0.000
420 2004 7 29 11 50 0.000
420 2004 7 29 11 55 0.000
420 2004 7 29 12 0 0.000
420 2004 7 29 12 5 0.000
420 2004 7 29 12 10 0.000
420 2004 7 29 12 15 0.002
420 2004 7 29 12 20 0.000
420 2004 7 29 12 25 0.000
420 2004 7 29 12 30 0.000
420 2004 7 29 12 35 0.000
420 2004 7 29 12 40 0.000
420 2004 7 29 12 45 0.000
420 2004 7 29 12 50 0.000
420 2004 7 29 12 55 0.000
420 2004 7 29 13 0 0.000
420 2004 7 29 13 5 0.000
420 2004 7 29 13 10 0.000
420 2004 7 29 13 15 0.000
420 2004 7 29 13 20 0.000
420 2004 7 29 13 25 0.000
420 2004 7 29 13 30 0.000
420 2004 7 29 13 35 0.000
420 2004 7 29 13 40 0.000
420 2004 7 29 13 45 0.000
420 2004 7 29 13 50 0.000
420 2004 7 29 13 55 0.000
420 2004 7 29 14 0 0.000
421 2004 7 29 5 0 0.000
421 2004 7 29 5 5 0.000
421 2004 7 29 5 10 0.000
421 2004 7 29 5 15 0.000
421 2004 7 29 5 20 0.000
421 2004 7 29 5 25 0.000
421 2004 7 29 5 30 0.000
421 2004 7 29 5 35 0.000
421 2004 7 29 5 40 0.000
421 2004 7 29 5 45 0.000
421 2004 7 29 5 50 0.000
421 2004 7 29 5 55 0.000
421 2004 7 29 6 0 0.000
421 2004 7 29 6 5 0.000
421 2004 7 29 6 10 0.000
421 2004 7 29 6 15 0.000
421 2004 7 29 6 20 0.000
421 2004 7 29 6 25 0.000
421 2004 7 29 6 30 0.000
421 2004 7 29 6 35 0.000
421 2004 7 29 6 40 0.000
421 2004 7 29 6 45 0.000
421 2004 7 29 6 50 0.000
421 2004 7 29 6 55 0.000
421 2004 7 29 7 0 0.000
421 2004 7 29 7 5 0.000
421 2004 7 29 7 10 0.000
421 2004 7 29 7 15 0.000
421 2004 7 29 7 20 0.000
421 2004 7 29 7 25 0.000
421 2004 7 29 7 30 0.000
421 2004 7 29 7 35 0.000
421 2004 7 29 7 40 0.000
421 2004 7 29 7 45 0.001
421 2004 7 29 7 50 0.002
421 2004 7 29 7 55 0.006
421 2004 7 29 8 0 0.003
421 2004 7 29 8 5 0.020
421 2004 7 29 8 10 0.001
421 2004 7 29 8 15 0.000
421 2004 7 29 8 20 0.000
421 2004 7 29 8 25 0.001
421 2004 7 29 8 30 0.000
421 2004 7 29 8 35 0.002
421 2004 7 29 8 40 0.000
421 2004 7 29 8 45 0.000
421 2004 7 29 8 50 0.000
421 2004 7 29 8 55 0.000
421 2004 7 29 9 0 0.000
421 2004 7 29 9 5 0.000
421 2004 7 29 9 10 0.000
421 2004 7 29 9 15 0.000
421 2004 7 29 9 20 0.000
421 2004 7 29 9 25 0.000
421 2004 7 29 9 30 0.000
421 2004 7 29 9 35 0.000
421 2004 7 29 9 40 0.000
421 2004 7 29 9 45 0.000
421 2004 7 29 9 50 0.000
