1	2004	1	1	0	0	0
1	2004	1	1	0	15	0.016037736
1	2004	1	1	0	30	0.016981132
1	2004	1	1	0	45	0.016981132
1	2004	1	1	1	0	0.016981132
1	2004	1	1	1	15	0.017924528
1	2004	1	1	1	30	0.017924528
1	2004	1	1	1	45	0.017924528
1	2004	1	1	2	0	0.018867925
1	2004	1	1	2	15	0.018867925
1	2004	1	1	2	30	0.018867925
1	2004	1	1	2	45	0.019811321
1	2004	1	1	3	0	0.019811321
1	2004	1	1	3	15	0.019811321
1	2004	1	1	3	30	0.020754717
1	2004	1	1	3	45	0.020754717
1	2004	1	1	4	0	0.021698113
1	2004	1	1	4	15	0.021698113
1	2004	1	1	4	30	0.022641509
1	2004	1	1	4	45	0.022641509
1	2004	1	1	5	0	0.023584906
1	2004	1	1	5	15	0.024528302
1	2004	1	1	5	30	0.024528302
1	2004	1	1	5	45	0.025471698
1	2004	1	1	6	0	0.026415094
1	2004	1	1	6	15	0.027358491
1	2004	1	1	6	30	0.028301887
1	2004	1	1	6	45	0.029245283
1	2004	1	1	7	0	0.030188679
1	2004	1	1	7	15	0.031132075
1	2004	1	1	7	30	0.032075472
1	2004	1	1	7	45	0.033018868
1	2004	1	1	8	0	0.03490566
1	2004	1	1	8	15	0.036792453
1	2004	1	1	8	30	0.037735849
1	2004	1	1	8	45	0.040566038
1	2004	1	1	9	0	0.04245283
1	2004	1	1	9	15	0.045283019
1	2004	1	1	9	30	0.048113208
1	2004	1	1	9	45	0.051886792
1	2004	1	1	10	0	0.055660377
1	2004	1	1	10	15	0.061320755
1	2004	1	1	10	30	0.067924528
1	2004	1	1	10	45	0.076415094
1	2004	1	1	11	0	0.088679245
1	2004	1	1	11	15	0.106603774
1	2004	1	1	11	30	0.140566038
1	2004	1	1	11	45	0.24245283
1	2004	1	1	12	0	0.944339623
1	2004	1	1	12	15	0.386792453
1	2004	1	1	12	30	0.171698113
1	2004	1	1	12	45	0.119811321
1	2004	1	1	13	0	0.096226415
1	2004	1	1	13	15	0.082075472
1	2004	1	1	13	30	0.071698113
1	2004	1	1	13	45	0.064150943
1	2004	1	1	14	0	0.058490566
1	2004	1	1	14	15	0.053773585
1	2004	1	1	14	30	0.05
1	2004	1	1	14	45	0.046226415
1	2004	1	1	15	0	0.043396226
1	2004	1	1	15	15	0.041509434
1	2004	1	1	15	30	0.039622642
1	2004	1	1	15	45	0.037735849
1	2004	1	1	16	0	0.035849057
1	2004	1	1	16	15	0.033962264
1	2004	1	1	16	30	0.033018868
1	2004	1	1	16	45	0.031132075
1	2004	1	1	17	0	0.030188679
1	2004	1	1	17	15	0.029245283
1	2004	1	1	17	30	0.028301887
1	2004	1	1	17	45	0.027358491
1	2004	1	1	18	0	0.026415094
1	2004	1	1	18	15	0.025471698
1	2004	1	1	18	30	0.025471698
1	2004	1	1	18	45	0.024528302
1	2004	1	1	19	0	0.023584906
1	2004	1	1	19	15	0.023584906
1	2004	1	1	19	30	0.022641509
1	2004	1	1	19	45	0.022641509
1	2004	1	1	20	0	0.021698113
1	2004	1	1	20	15	0.021698113
1	2004	1	1	20	30	0.020754717
1	2004	1	1	20	45	0.020754717
1	2004	1	1	21	0	0.019811321
1	2004	1	1	21	15	0.019811321
1	2004	1	1	21	30	0.018867925
1	2004	1	1	21	45	0.018867925
1	2004	1	1	22	0	0.018867925
1	2004	1	1	22	15	0.017924528
1	2004	1	1	22	30	0.017924528
1	2004	1	1	22	45	0.017924528
1	2004	1	1	23	0	0.016981132
1	2004	1	1	23	15	0.016981132
1	2004	1	1	23	30	0.016981132
1	2004	1	1	23	45	0.016981132
1	2004	1	2	0	0	0.016037736
